Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
31/01/2017,META,VILLAVICENCIO (CT),Martes,21:40:00,PORFIA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,50001000,1
31/01/2017,NORTE DE SANTANDER,EL CARMEN,Martes,11:50:00,CORREGIMIENTO GUAMALITO,RURAL,BILLARES,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54245000,1
31/01/2017,RISARALDA,PEREIRA (CT),Martes,0:15:00,EL FUTURO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,66001000,1
31/01/2017,VALLE,CALI (CT),Martes,23:10:00,EL POBLADO II E13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
31/01/2017,VALLE,CALI (CT),Martes,0:35:00,LA RIVERA I E6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,54,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76001000,1
31/01/2017,VALLE,CALI (CT),Martes,11:36:00,EL RODEO E12,URBANA,RESTAURANTES,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,1
31/01/2017,VALLE,JAMUNDÍ,Martes,20:24:00,POPULAR E24,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76364000,1
31/01/2017,VALLE,PALMIRA,Martes,20:50:00,ZAMORANO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76520000,1
31/01/2017,VALLE,PALMIRA,Martes,14:20:00,MARIA CANO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76520000,1
02/01/2017,ANTIOQUIA,LA PINTADA,Miércoles,21:35:00,VICTOR SANCHEZ,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,PRIMARIA,5390000,1
02/01/2017,ANTIOQUIA,LA PINTADA,Miércoles,21:35:00,VICTOR SANCHEZ,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5390000,1
02/01/2017,ANTIOQUIA,MEDELLÍN (CT),Miércoles,23:30:00,ROBLEDO C-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,1
02/01/2017,ANTIOQUIA,SEGOVIA,Miércoles,12:10:00,BRICEÑO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5736000,1
02/01/2017,ANTIOQUIA,TARAZÁ,Miércoles,13:50:00,SECTOR TENERIFE,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,ANALFABETA,5790000,1
02/01/2017,ATLÁNTICO,SOLEDAD,Miércoles,0:30:00,NUEVO MILENIO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8758000,1
02/01/2017,CESAR,BOSCONIA,Miércoles,10:30:00,SAN FRANCISCO DE ASIS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20060000,1
02/01/2017,CHOCÓ,MEDIO SAN JUAN,Miércoles,23:50:00,EL LLANO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27450000,1
02/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,15:00:00,INGLES E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,39,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,11001000,1
02/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,18:50:00,SAN CARLOS TIBABUYES E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,ENFERMERA JEFE,SUPERIOR,11001000,1
02/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,13:45:00,URB. SAN CARLOS E-6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,ABOGADO,SUPERIOR,11001000,1
02/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,14:44:00,EL PORVENIR E-5,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
02/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,22:44:00,PUERTA AL LLANO II E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,1
02/01/2017,CUNDINAMARCA,SOACHA,Miércoles,14:30:00,COMPARTIR,RURAL,RIOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,25754000,1
02/01/2017,META,SAN JUAN DE ARAMA,Miércoles,22:10:00,BUENOS AIRES,RURAL,ESTADERO,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,PRIMARIA,50683000,1
02/01/2017,NORTE DE SANTANDER,LOS PATIOS,Miércoles,20:07:00,BARRIO LA SABANA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,45,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,54405000,1
02/01/2017,NORTE DE SANTANDER,TIBÚ,Miércoles,20:00:00,VEREDA LA SERENA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54810000,1
02/01/2017,SUCRE,SANTIAGO DE TOLÚ,Miércoles,19:00:00,LOS LAURELES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,70820000,1
02/01/2017,VALLE,CALI (CT),Miércoles,23:50:00,TERRON COLORADO E1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
02/01/2017,VALLE,CALI (CT),Miércoles,15:15:00,MORICHAL DE COMFANDI E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
02/01/2017,VALLE,PALMIRA,Miércoles,21:15:00,SANTA ANA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,65,MASCULINO,CASADO,COLOMBIA,EDUCADOR,LICENCIADO,SUPERIOR,76520000,1
02/01/2017,VALLE,TULUÁ,Miércoles,22:49:00,Cgto Tres Esquinas,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76834000,1
02/02/2017,ANTIOQUIA,MEDELLÍN (CT),Jueves,13:30:00,SAN BENITO C-10,URBANA,QUEBRADA,CINTAS/CINTURON,A PIE,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5001000,1
02/02/2017,ANTIOQUIA,PEÑOL,Jueves,21:40:00,LOS COMUNEROS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5541000,1
02/02/2017,ANTIOQUIA,SABANALARGA,Jueves,13:30:00,EL MADERO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,ANALFABETA,5628000,1
02/02/2017,ATLÁNTICO,MALAMBO,Jueves,21:30:00,SAN JOSE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,8433000,1
02/02/2017,ATLÁNTICO,MALAMBO,Jueves,21:30:00,SAN JOSE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,8433000,1
02/02/2017,ATLÁNTICO,SOLEDAD,Jueves,13:05:00,SAN VICENTE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,8758000,1
02/02/2017,CALDAS,MANIZALES (CT),Jueves,18:50:00,EL CARMEN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DELINCUENCIA,-,SECUNDARIA,17001000,1
02/02/2017,CAQUETÁ,EL PAUJIL,Jueves,19:00:00,     BARRIO LAS BRISAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,18256000,1
02/02/2017,CESAR,GAMARRA,Jueves,7:00:00,VEREDA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,47,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,20295000,1
02/02/2017,CHOCÓ,ISTMINA,Jueves,23:00:00,CUBIS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27361000,1
02/02/2017,CHOCÓ,LLORÓ,Jueves,18:30:00,Cruces parte alta,RURAL,ZONA SELVÁTICA,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27413000,1
02/02/2017,CÓRDOBA,LORICA,Jueves,14:30:00,CGTO LA PALMA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23417000,1
02/02/2017,CÓRDOBA,SAN BERNARDO DEL VIENTO,Jueves,14:00:00,CGTO PLAYAS DEL VIENTO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,23675000,1
02/02/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,21:30:00,JUAN JOSÉ RONDON E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
02/02/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,18:45:00,LA VERACRUZ E-3,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
02/02/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,11:02:00,FATIMA E-6,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,63,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
02/02/2017,CUNDINAMARCA,LA VEGA,Jueves,0:00:00,VER. UCRANIA,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,42,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,PRIMARIA,25402000,1
02/02/2017,CUNDINAMARCA,SOACHA,Jueves,20:30:00,CARLOS PIZARRO I,URBANA,CANCHAS DE TEJO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,25754000,1
02/02/2017,CUNDINAMARCA,TENJO,Jueves,17:30:00,VER.CARRASQUILLA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,49,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25799000,1
02/02/2017,GUAVIARE,CALAMAR,Jueves,11:35:00,VEREDA AGUA BONITA BAJA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO VEHICULO,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,95015000,1
02/02/2017,GUAVIARE,CALAMAR,Jueves,11:35:00,VEREDA AGUA BONITA BAJA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO VEHICULO,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,95015000,1
02/02/2017,PUTUMAYO,PUERTO ASÍS,Jueves,15:00:00,VDA. LA PLAYA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,86568000,1
02/02/2017,QUINDÍO,CALARCA,Jueves,3:40:00,LLANITOS DE GUARARA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,63130000,1
02/02/2017,RISARALDA,PEREIRA (CT),Jueves,19:00:00,EL REMANSO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,66001000,1
02/02/2017,RISARALDA,SANTA ROSA DE CABAL,Jueves,14:20:00,VEREDA ALTO CEDRALITO,RURAL,RIOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,66682000,1
02/02/2017,SANTANDER,BUCARAMANGA (CT),Jueves,22:30:00,OLAS II,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,68001000,1
02/02/2017,VALLE,CALI (CT),Jueves,18:10:00,CGTO MONTEBELLO E1,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
02/02/2017,VALLE,CALI (CT),Jueves,18:10:00,CGTO MONTEBELLO E1,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
02/02/2017,VALLE,CALI (CT),Jueves,0:05:00,VILLA SAN MARCOS E14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76001000,1
02/02/2017,VALLE,CALI (CT),Jueves,14:29:00,EL POBLADO II E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
02/02/2017,VALLE,CALI (CT),Jueves,14:29:00,EL POBLADO II E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,76001000,1
02/02/2017,VALLE,CARTAGO,Jueves,14:00:00,EL LLANO,URBANA,RESTAURANTES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,56,MASCULINO,UNION LIBRE,COLOMBIA,GANADERO,-,SECUNDARIA,76147000,1
02/02/2017,VALLE,JAMUNDÍ,Jueves,14:20:00,CGTO TIMBA (24-S-01),RURAL,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76364000,1
02/03/2017,ANTIOQUIA,FREDONIA,Viernes,16:00:00,LOS ANGELES,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5282000,1
02/03/2017,ANTIOQUIA,MEDELLÍN (CT),Viernes,4:15:00,FLORENCIA C-5,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,1
02/03/2017,ANTIOQUIA,MEDELLÍN (CT),Viernes,15:24:00,SANTA CECILIA C-1,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,56,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,5001000,1
02/03/2017,ARAUCA,SARAVENA,Viernes,17:00:00,GAITAN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,81736000,1
02/03/2017,ATLÁNTICO,BARRANQUILLA (CT),Viernes,15:30:00,LAS NIEVES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,1
02/03/2017,ATLÁNTICO,BARRANQUILLA (CT),Viernes,1:15:00,LA CHINITA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,8001000,1
02/03/2017,ATLÁNTICO,BARRANQUILLA (CT),Viernes,10:15:00,CIUDADELA 20 DE JULIO,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",CONTUNDENTES,A PIE,A PIE,35,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,8001000,1
02/03/2017,ATLÁNTICO,SOLEDAD,Viernes,22:00:00,EL PORVENIR,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,8758000,1
02/03/2017,CALDAS,CHINCHINÁ,Viernes,1:00:00,LA FRONTERA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,PRIMARIA,17174000,1
02/03/2017,CALDAS,MANIZALES (CT),Viernes,6:15:00,LA LINDA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,17001000,1
02/03/2017,CASANARE,OROCUÉ,Viernes,5:35:00,BELLO HORIZONTE,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,85230000,1
02/03/2017,CAUCA,VILLA RICA,Viernes,15:00:00,3 DE MARZO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19845000,1
02/03/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,23:20:00,LAS NIEVES E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
02/03/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,1:38:00,LA REGADERA SUR E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
02/03/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,11:51:00,SANTA CECILIA I E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
02/03/2017,CUNDINAMARCA,COGUA,Viernes,4:45:00,VER. SUSAGUA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO DAS,-,SECUNDARIA,25200000,1
02/03/2017,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),Viernes,16:52:00,BARRIO PROVIDENCIA,URBANA,VIAS PUBLICAS,CUERDA/SOGA/CADENA,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,95001000,1
02/03/2017,MAGDALENA,SANTA MARTA (CT),Viernes,22:45:00,LUIS CARLOS GALAN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,47001000,1
02/03/2017,NORTE DE SANTANDER,CÚCUTA (CT),Viernes,3:30:00,CASERIO EL CARMEN DE TONCHALA,RURAL,TROCHA,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR VEHICULO,25,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,54001000,1
02/03/2017,NORTE DE SANTANDER,EL CARMEN,Viernes,15:00:00,VEREDA EL OASIS,RURAL,CARRETERA,CUERDA/SOGA/CADENA,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,54245000,1
02/03/2017,NORTE DE SANTANDER,TIBÚ,Viernes,20:00:00,VEREDA BELTRANEA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,19,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54810000,1
02/03/2017,NORTE DE SANTANDER,TIBÚ,Viernes,20:00:00,VEREDA BELTRANEA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,NO REPORTADO,54810000,1
02/03/2017,NORTE DE SANTANDER,TIBÚ,Viernes,19:50:00,VEREDA BELTRANEA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54810000,1
02/03/2017,NORTE DE SANTANDER,VILLA DEL ROSARIO,Viernes,19:30:00,BARRIO SAN MARTIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,54874000,1
02/03/2017,RISARALDA,LA VIRGINIA,Viernes,22:38:00,BALSILLAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,66400000,1
02/03/2017,RISARALDA,PEREIRA (CT),Viernes,22:14:00,PANORAMA I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,66001000,1
02/03/2017,VALLE,CALI (CT),Viernes,19:10:00,MOJICA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76001000,1
02/03/2017,VALLE,CALI (CT),Viernes,12:55:00,POTRERO GRANDE E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76001000,1
02/03/2017,VALLE,CANDELARIA,Viernes,15:30:00,VIA CANDELARIA FLORIDA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,64,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76130000,1
02/03/2017,VALLE,TULUÁ,Viernes,18:30:00,Rubén Cruz Vélez,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76834000,1
02/03/2017,VALLE,YUMBO,Viernes,19:30:00,PANORAMA E25,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76892000,1
02/03/2017,VALLE,YUMBO,Viernes,16:40:00,SAN JORGE E25,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO BUS,CONDUCTOR BUS,56,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76892000,1
